Name,Age,Ht.,Nickname,Endeavor record,MMA record,Weight Class,Weight Class Index,Overall Wins,Overall Losses,UFC Wins,UFC Losses,k_wins,sb_wins,d_wins,hd_strk,lg_stk,bd_strk,st_land,st_attemp,tk_land,tk_attemp,strksL_perm,strksAb_perm,takedAv_per,subAvg_perm,strk_d,take_d,kd_rat,av_time,stand_stk,clinch_stk,grnd_stk,Rank,Reign(total),Defenses,ex_champ
Roosevelt Roberts,25,72.8345,The Predator,2 0,8 0,Lightweight,4,8 ,0,2,0,3.0,4.0,0.0,10.0,2.0,4.0,16.0,35.0,,,3.31,4.97,0.0,3.1,53.0,10.0,0.00,04:50,15.0,1.0,0.0,,,,False
Alex Gorgees,23,74.01559999999998,Hitman,0 1,6 1,Lightweight,4,6 ,1,0,1,0.0,0.0,0.0,5.0,2.0,3.0,10.0,31.0,,,0.67,2.27,0.0,0.0,38.0,55.0,0.00,15:00,5.0,5.0,0.0,,,,False
Jalin Turner,23,75.19669999999998,The Tarantula,1 2,8 5,Lightweight,4,8 ,5,1,2,7.0,1.0,0.0,31.0,1.0,8.0,40.0,75.0,,,8.42,17.89,0.0,0.0,43.0,10.0,3.16,02:23,36.0,1.0,3.0,,,,False
Damir Ismagulov,28,70.0786,,2 0,18 2,Lightweight,4,18, 2,2,0,,,,47.0,12.0,39.0,98.0,205.0,,,3.27,1.6,2.5,0.0,70.0,0.0,15:00,02:23,36.0,1.0,3.0,,,,False
Joel Alvarez,26,72.0471,El Fenomeno,0 1,15 2,Lightweight,4,15, 2,0,1,11.0,5.0,0.0,36.0,13.0,14.0,63.0,103.0,,1.0,4.2,1.0,0.0,1.0,57.0,77.0,0.00,15:00,36.0,6.0,21.0,,,,False
Gilbert Melendez,37,68.8975,El Niño,7 5,22 7,Featherweight,5,22, 7,7,5,11.0,1.0,10.0,294.0,20.0,76.0,390.0,1079.0,3.0,24.0,3.43,7.46,1.19,0.0,65.0,72.0,0.00,13:10,244.0,30.0,116.0,,,,False
Frankie Edgar,37,66.1416,The Answer,17 6 1,23 6 1,Featherweight,5,23, 6 ,17, 6 ,6.0,4.0,11.0,967.0,222.0,274.0,1463.0,3640.0,67.0,198.0,3.59,2.22,2.47,0.37,70.0,66.0,0.11,16:59,954.0,126.0,383.0,3.0,687,1.0,True
Cub Swanson,35,66.92899999999999,Killer,15 10,25 11,Featherweight,5,25, 11,15, 10,11.0,4.0,10.0,758.0,240.0,227.0,1225.0,2453.0,11.0,44.0,4.16,3.28,1.17,0.51,62.0,60.0,0.31,12:16,953.0,124.0,148.0,,,,False
Jeremy Stephens,32,68.11009999999999,Lil' Heathen,15 15,28 16,Featherweight,5,28, 16,15, 15,19.0,2.0,7.0,671.0,260.0,196.0,1127.0,2817.0,27.0,74.0,3.08,2.84,1.11,0.41,59.0,64.0,0.74,12:11,822.0,117.0,188.0,7.0,,,False
Jose Aldo,32,66.92899999999999,Junior,18 3,28 4,Featherweight,5,28, 4,18, 3,17.0,1.0,10.0,679.0,157.0,133.0,969.0,2165.0,12.0,19.0,3.53,2.97,0.71,0.16,67.0,92.0,0.49,13:04,802.0,34.0,133.0,,,,False
Ricardo Lamas,36,66.92899999999999,The Bully,14 7,19 7,Featherweight,5,19, 7,14, 7,5.0,5.0,8.0,307.0,188.0,130.0,625.0,1381.0,13.0,74.0,2.87,2.61,1.66,1.03,60.0,48.0,0.21,10:21,396.0,126.0,103.0,11.0,,,False
Darren Elkins,34,70.0786,The Damage,14 6,24 7,Featherweight,5,24, 7,14, 6,9.0,4.0,12.0,592.0,32.0,167.0,791.0,2100.0,39.0,117.0,3.36,2.83,2.68,1.34,53.0,58.0,0.13,11:46,406.0,170.0,215.0,14.0,,,False
Chan Sung Jung,32,68.8975,The Korean Zombie,4 4,14 5,Featherweight,5,14, 5,4,4,4.0,8.0,2.0,299.0,34.0,47.0,380.0,973.0,5.0,12.0,4.12,3.81,0.81,0.65,60.0,75.0,0.49,11:31,299.0,49.0,32.0,13.0,,,False
Michael Johnson,32,68.8975,The Menace,11 10,19 14,Featherweight,5,19, 14,11, 10,8.0,2.0,10.0,539.0,175.0,293.0,1007.0,2692.0,8.0,20.0,4.15,3.82,0.56,0.06,59.0,79.0,0.56,11:33,883.0,84.0,40.0,,,,False
Alex Caceres,30,70.0786,Bruce Leeroy,9 10 (1 NC),14 12 (1 NC),Featherweight,5,14, 12,9,10 ,3.0,5.0,6.0,590.0,117.0,217.0,924.0,1884.0,9.0,12.0,3.84,2.76,0.56,0.81,64.0,59.0,0.19,12:02,783.0,83.0,58.0,,,,False
Max Holloway,27,70.866,Blessed,16 4,20 4,Featherweight,5,20, 4,16, 4,10.0,2.0,8.0,1194.0,95.0,338.0,1627.0,3530.0,4.0,6.0,6.9,4.03,0.32,0.45,65.0,83.0,0.51,12:25,1314.0,166.0,147.0,0.0,0,0.0,True
Max Holloway,27,70.866,Blessed,16 4,20 4,Featherweight,5,20, 4,16, 4,10.0,2.0,8.0,1194.0,95.0,338.0,1627.0,3530.0,4.0,6.0,6.9,4.03,0.32,0.45,65.0,83.0,0.51,12:25,1314.0,166.0,147.0,0.0,702,1.0,True
Myles Jury,30,70.866,The Fury,8 4,17 4,Featherweight,5,17, 4,8,4,10.0,3.0,4.0,224.0,66.0,37.0,327.0,767.0,16.0,29.0,2.94,2.16,2.16,0.27,67.0,50.0,0.41,09:15,214.0,13.0,100.0,,,,False
Kurt Holobaugh,32,70.866,,0 4,17 6 (1 NC),Featherweight,5,17, 6 ,0,4,5.0,9.0,3.0,115.0,22.0,27.0,164.0,369.0,2.0,5.0,5.72,6.91,1.05,1.05,50.0,50.0,0.52,09:33,122.0,23.0,19.0,,,,False
Andre Fili,28,70.866,Touchy,7 5,19 6,Featherweight,5,19, 6,7,5,8.0,3.0,7.0,379.0,94.0,84.0,557.0,1468.0,23.0,50.0,4.03,3.87,2.5,0.22,53.0,70.0,0.33,11:31,472.0,35.0,50.0,,,,False
Zubaira Tukhugov,28,68.11009999999999,Warrior,3 1,18 4,Featherweight,5,18, 4,3,1,6.0,1.0,11.0,98.0,5.0,22.0,125.0,357.0,7.0,15.0,2.53,2.09,2.13,0.0,69.0,10.0,0.00,12:20,98.0,15.0,12.0,,,,False
Mirsad Bektic,28,68.11009999999999,,6 1,13 1,Featherweight,5,13, 1,6,1,6.0,3.0,4.0,174.0,9.0,24.0,207.0,445.0,17.0,32.0,2.92,1.42,3.59,0.42,62.0,10.0,0.42,10:08,76.0,23.0,108.0,9.0,,,False
Chas Skelly,33,70.866,The Scrapper,6 4,17 4,Featherweight,5,17, 4,6,4,3.0,10.0,4.0,163.0,6.0,22.0,191.0,466.0,10.0,32.0,2.12,3.49,1.83,2.33,48.0,35.0,0.17,09:01,119.0,51.0,21.0,,,,False
Brian Ortega,28,68.11009999999999,T-City,6 1 (1 NC),14 1 (1 NC),Featherweight,5,14, 1 ,6,1  ,3.0,7.0,4.0,279.0,15.0,65.0,359.0,1064.0,1.0,18.0,4.07,7.36,0.51,1.36,51.0,56.0,0.51,11:01,314.0,28.0,17.0,2.0,,,False
Charles Rosa,32,68.8975,Boston Strong,2 3,11 3,Featherweight,5,11, 3,2,3,3.0,7.0,1.0,170.0,74.0,32.0,276.0,765.0,14.0,41.0,3.85,4.0,2.93,1.05,51.0,50.0,0.00,14:20,247.0,11.0,18.0,,,,False
Gabriel Benitez,30,68.11009999999999,Moggly,5 2,21 6,Featherweight,5,21, 6,5,2,7.0,10.0,4.0,153.0,57.0,68.0,278.0,656.0,1.0,1.0,4.23,2.6,0.23,1.6,73.0,56.0,0.46,09:23,248.0,8.0,22.0,,,,False
Yair Rodriguez,26,70.866,El Pantera,7 1,11 2,Featherweight,5,11, 2,7,1,4.0,2.0,5.0,260.0,120.0,97.0,477.0,1102.0,8.0,24.0,4.06,3.11,1.02,1.02,59.0,69.0,0.38,14:42,378.0,34.0,65.0,12.0,,,False
Renato Moicano,29,70.866,Moicano,5 2,13 2 1,Featherweight,5,13, 2 ,5,2,0.0,6.0,7.0,258.0,106.0,40.0,404.0,861.0,6.0,11.0,5.71,3.45,1.27,0.42,69.0,77.0,0.21,11:47,385.0,6.0,13.0,5.0,,,False
Makwan Amirkhani,30,70.0786,Mr. Finland,4 1,14 3,Featherweight,5,14, 3,4,1,1.0,9.0,4.0,77.0,1.0,4.0,82.0,165.0,12.0,25.0,1.75,1.6,3.84,1.6,60.0,57.0,0.32,09:22,38.0,0.0,44.0,,,,False
Arnold Allen,25,68.11009999999999,Almighty,5 0,14 1,Featherweight,5,14, 1,5,0,5.0,4.0,20.0,113.0,8.0,31.0,152.0,451.0,8.0,14.0,2.19,1.83,1.73,0.65,62.0,69.0,0.43,13:52,114.0,9.0,29.0,,,,False
Enrique Barzola,30,66.92899999999999,El Fuerte,5 2,15 4 1,Featherweight,5,15, 4 ,5,2,5.0,4.0,7.0,210.0,90.0,69.0,369.0,853.0,37.0,78.0,3.51,2.49,5.29,0.29,71.0,75.0,0.00,15:00,268.0,29.0,72.0,,,,False
Kyle Bochniak,32,66.92899999999999,Crash,2 4,8 4,Featherweight,5,8 ,4,2,4,2.0,2.0,4.0,155.0,49.0,30.0,234.0,728.0,5.0,37.0,2.6,4.73,1.17,0.0,59.0,63.0,0.17,15:00,211.0,18.0,5.0,,,,False
Josh Emmett,34,66.92899999999999,,5 2,14 2,Featherweight,5,14, 2,5,2,4.0,2.0,7.0,160.0,65.0,74.0,299.0,830.0,9.0,20.0,3.5,3.32,1.58,0.18,66.0,50.0,1.23,12:12,232.0,35.0,32.0,,,,False
Jordan Rinaldi,31,70.0786,All Day,2 3,14 7,Featherweight,5,14, 7,2,3,1.0,8.0,5.0,39.0,31.0,11.0,81.0,230.0,2.0,14.0,1.56,2.32,1.45,1.16,59.0,20.0,0.00,10:21,68.0,1.0,12.0,,,,False
Rick Glenn,30,72.0471,The Gladiator,3 3,21 6 1,Featherweight,5,21, 6 ,3,3,12.0,3.0,6.0,246.0,44.0,98.0,388.0,915.0,4.0,29.0,4.31,4.29,0.67,0.33,53.0,67.0,0.17,15:00,223.0,66.0,99.0,,,,False
Martin Bravo,25,68.11009999999999,El Toro,1 2,11 2,Featherweight,5,11, 2,1,2,5.0,5.0,2.0,101.0,9.0,25.0,135.0,360.0,3.0,9.0,6.04,5.19,2.01,0.0,50.0,86.0,0.67,07:27,119.0,9.0,7.0,,,,False
Alexander Volkanovski,30,66.1416,The Great,6 0,19 1,Featherweight,5,19, 1,6,0,11.0,3.0,5.0,307.0,72.0,53.0,432.0,717.0,16.0,39.0,6.06,2.61,3.37,0.63,62.0,71.0,0.84,11:53,219.0,63.0,150.0,4.0,,,False
Shane Burgos,28,70.866,Hurricane,5 1,12 1,Featherweight,5,12, 1,5,1,4.0,5.0,2.0,263.0,37.0,58.0,358.0,763.0,2.0,2.0,6.54,5.47,0.55,0.27,66.0,94.0,1.37,10:56,296.0,35.0,27.0,,,,False
Gavin Tucker,32,66.92899999999999,The Newfoundland Terror,1 1,10 1,Featherweight,5,10, 1,1,1,4.0,4.0,2.0,39.0,22.0,17.0,78.0,245.0,1.0,5.0,2.6,5.07,0.5,0.5,53.0,43.0,0.00,15:00,65.0,11.0,2.0,,,,False
Daniel Teymur,31,66.92899999999999,Kid Dynamite,0 3,6 3,Featherweight,5,6 ,3,0,3,3.0,3.0,0.0,63.0,45.0,15.0,123.0,264.0,,5.0,3.61,4.99,0.44,0.0,56.0,57.0,0.00,11:22,88.0,19.0,16.0,,,,False
Danny Henry,30,70.866,The Hatchet,2 1,12 3,Featherweight,5,12, 3,2,1,5.0,5.0,2.0,73.0,7.0,19.0,99.0,186.0,1.0,3.0,5.85,4.84,0.89,2.66,45.0,67.0,1.77,05:39,55.0,6.0,38.0,,,,False
Calvin Kattar,31,70.866,The Boston Finisher,3 1,19 3,Featherweight,5,19, 3,3,1,7.0,3.0,8.0,186.0,20.0,19.0,225.0,542.0,2.0,6.0,5.03,6.66,0.67,0.0,55.0,75.0,0.67,11:11,203.0,2.0,20.0,15.0,,,False
Humberto Bandenay,24,72.8345,,1 2,14 6 (1 NC),Featherweight,5,14, 6 ,1,2,5.0,6.0,3.0,16.0,10.0,11.0,37.0,94.0,,3.0,2.3,5.22,1.87,0.93,39.0,71.0,0.93,05:22,29.0,6.0,2.0,,,,False
Zabit Magomedsharipov,28,72.8345,Za Beast,5 0,17 1,Featherweight,5,17, 1,5,0,6.0,7.0,38.0,206.0,42.0,36.0,284.0,534.0,23.0,44.0,4.53,2.44,6.23,0.96,66.0,78.0,0.00,12:32,213.0,15.0,56.0,6.0,,,False
Shane Young,25,68.11009999999999,Sugar,2 1,13 4,Featherweight,5,13, 4,2,1,6.0,4.0,2.0,85.0,12.0,25.0,122.0,296.0,2.0,6.0,4.95,5.07,1.22,0.0,53.0,64.0,0.00,12:20,104.0,18.0,0.0,,,,False
Sheymon Moraes,28,68.11009999999999,,2 2,11 3,Featherweight,5,11, 3,2,2,5.0,0.0,6.0,81.0,14.0,82.0,177.0,423.0,,4.0,2.97,3.51,0.0,0.0,63.0,54.0,0.50,14:53,139.0,30.0,8.0,,,,False
Julio Arce,29,66.92899999999999,,2 1,15 3,Featherweight,5,15, 3,2,1,3.0,5.0,6.0,113.0,6.0,41.0,160.0,498.0,,6.0,3.73,2.89,0.35,1.05,68.0,94.0,0.00,14:18,136.0,18.0,6.0,,,,False
Dan Ige,27,66.92899999999999,Dynamite,3 1,11 2,Featherweight,5,11, 2,3,1,3.0,4.0,3.0,93.0,17.0,16.0,126.0,264.0,2.0,22.0,3.92,4.76,2.8,0.47,60.0,60.0,0.47,08:02,59.0,8.0,59.0,,,,False
Austin Arnett,27,72.0471,The Golden Boy,1 3,16 6,Featherweight,5,16, 6,1,3,7.0,5.0,4.0,94.0,1.0,34.0,129.0,274.0,1.0,11.0,3.32,8.22,0.77,0.0,63.0,40.0,0.00,12:56,93.0,18.0,18.0,,,,False
Steven Peterson,28,68.8975,Ocho,1 2,17 8,Featherweight,5,17, 8,1,2,5.0,7.0,5.0,114.0,27.0,40.0,181.0,546.0,3.0,24.0,4.02,6.67,2.33,0.67,57.0,86.0,0.00,15:00,138.0,29.0,14.0,,,,False
Hakeem Dawodu,27,68.11009999999999,Mean,2 1,9 1 1,Featherweight,5,9 ,1 1,2,1,6.0,0.0,2.0,80.0,58.0,43.0,181.0,385.0,,1.0,5.91,2.19,0.0,0.0,63.0,88.0,0.00,10:13,172.0,9.0,0.0,,,,False
Tyler Diamond,28,66.92899999999999,,0 1,9 1,Featherweight,5,9 ,1,0,1,5.0,1.0,3.0,34.0,5.0,12.0,51.0,107.0,3.0,4.0,3.4,2.53,3.0,0.0,45.0,70.0,0.00,15:00,20.0,1.0,30.0,,,,False
Bryce Mitchell,24,70.0786,Thug Nasty,2 0,11 0,Featherweight,5,11, 0,2,0,0.0,8.0,2.0,36.0,3.0,16.0,55.0,113.0,3.0,13.0,1.83,2.0,1.5,1.5,60.0,33.0,0.00,15:00,29.0,8.0,18.0,,,,False
Luis Pena,25,75.19669999999998,Violent Bob Ross,2 1,6 1,Featherweight,5,6 ,1,2,1,1.0,4.0,13.0,63.0,2.0,18.0,83.0,220.0,1.0,13.0,2.48,2.74,1.34,0.45,53.0,46.0,0.45,11:11,64.0,14.0,5.0,,,,False
Nad Narimani,32,68.11009999999999,,2 1,12 3,Featherweight,5,12, 3,2,1,2.0,5.0,5.0,116.0,20.0,15.0,151.0,350.0,6.0,17.0,3.8,2.8,2.64,0.0,61.0,75.0,0.00,13:14,91.0,17.0,43.0,,,,False
Matt Sayles,25,66.92899999999999,Robo,1 1,8 2,Featherweight,5,8 ,2,1,1,0.0,0.0,0.0,39.0,15.0,23.0,77.0,235.0,,3.0,5.13,5.07,0.0,0.0,59.0,10.0,0.00,15:00,67.0,10.0,0.0,,,,False
Kyle Nelson,28,70.866,The Monster,0 2,12 3,Featherweight,5,12, 3,0,2,4.0,4.0,4.0,12.0,2.0,6.0,20.0,50.0,,,3.13,8.46,0.0,0.0,47.0,50.0,0.00,06:23,19.0,1.0,0.0,,,,False
Chris Fishgold,26,68.11009999999999,,1 1,18 2 1,Featherweight,5,18, 2 ,1,1,,,,27.0,5.0,2.0,34.0,107.0,,,3.29,3.96,8.7,2.9,49.0,0.0,05:11,06:23,19.0,1.0,0.0,,,,False
Bobby Moffett,28,70.0786,The Wolfman,1 1,14 4,Featherweight,5,14, 4,1,1,1.0,9.0,4.0,18.0,9.0,2.0,29.0,98.0,1.0,9.0,1.28,2.42,3.96,1.98,53.0,80.0,0.00,11:22,26.0,2.0,1.0,,,,False
Julian Erosa,29,72.0471,Juicy J,0 2,22 7,Featherweight,5,22, 7,0,2,10.0,9.0,3.0,73.0,10.0,47.0,130.0,244.0,3.0,4.0,3.58,5.5,1.24,1.24,49.0,61.0,0.00,09:05,84.0,32.0,14.0,,,,False
Sodiq Yusuff,25,68.8975,Super,2 0,9 1,Featherweight,5,9 ,1,2,0,5.0,0.0,3.0,50.0,17.0,29.0,96.0,191.0,,3.0,5.57,7.89,0.0,0.0,52.0,10.0,0.87,08:37,68.0,19.0,9.0,,,,False
Jordan Griffin,29,70.0786,The Native Psycho,0 1,17 6,Featherweight,5,17, 6,0,1,5.0,8.0,4.0,49.0,0.0,7.0,56.0,107.0,,2.0,3.73,4.73,0.0,1.0,47.0,57.0,0.00,15:00,31.0,4.0,21.0,,,,False
Kron Gracie,30,68.8975,Ice Cream,1 0,5 0,Featherweight,5,5 ,0,1,0,,,,1.0,1.0,0.0,2.0,10.0,,,0.95,1.9,7.14,7.14,71.0,0.0,02:06,15:00,31.0,4.0,21.0,,,,False
Grant Dawson,25,70.0786,The Prophet,1 0,13 1,Featherweight,5,13, 1,1,0,3.0,9.0,0.0,48.0,7.0,2.0,57.0,128.0,,11.0,3.8,3.47,6.0,1.0,43.0,50.0,0.00,15:00,28.0,5.0,24.0,,,,False
Mike Grundy,32,68.11009999999999,,1 0,12 1,Featherweight,5,12, 1,1,0,0.0,8.0,3.0,32.0,0.0,1.0,33.0,56.0,,3.0,3.4,2.27,1.55,0.0,77.0,10.0,1.55,09:42,20.0,9.0,4.0,,,,False
Eddie Wineland,34,68.11009999999999,,9 9,23 13 1,Bantamweight,6,23, 13,9,9,0.0,0.0,0.0,496.0,48.0,111.0,655.0,2339.0,2.0,12.0,3.21,3.41,0.29,0.15,71.0,86.0,0.81,10:45,561.0,39.0,55.0,,,,False
Rani Yahya,34,66.1416,,15 7 (1 NC),26 10 (1 NC),Bantamweight,6,26, 10,15, 7 ,0.0,20.0,6.0,176.0,71.0,65.0,312.0,807.0,34.0,126.0,1.48,1.46,3.13,2.27,50.0,23.0,0.00,09:35,207.0,27.0,78.0,,,,False
Dominick Cruz,34,68.11009999999999,Dominator,12 2,22 2,Bantamweight,6,22, 2,12, 2,0.0,0.0,0.0,596.0,114.0,158.0,868.0,2733.0,23.0,104.0,3.53,2.15,3.17,0.06,75.0,83.0,0.06,17:35,709.0,79.0,80.0,5.0,"1,117",1.0,True
Dominick Cruz,34,68.11009999999999,Dominator,12 2,22 2,Bantamweight,6,22, 2,12, 2,0.0,0.0,0.0,596.0,114.0,158.0,868.0,2733.0,23.0,104.0,3.53,2.15,3.17,0.06,75.0,83.0,0.06,17:35,709.0,79.0,80.0,5.0,348,1.0,True
Bryan Caraway,34,68.11009999999999,Kid Lightning,6 6,21 9,Bantamweight,6,21, 9,6,6,2.0,16.0,3.0,288.0,29.0,36.0,353.0,1033.0,19.0,93.0,2.55,3.66,2.49,0.65,54.0,81.0,0.00,11:32,303.0,38.0,12.0,,,,False
Raphael Assuncao,36,64.9605,,14 5,27 6,Bantamweight,6,27, 6,14, 5,4.0,10.0,13.0,439.0,237.0,122.0,798.0,1973.0,13.0,61.0,3.34,2.24,1.38,0.31,70.0,80.0,0.19,12:34,640.0,81.0,77.0,,,,False
Renan Barao,32,66.1416,The Baron,11 7,34 8 (1 NC),Bantamweight,6,34, 8 ,11, 7,8.0,15.0,13.0,523.0,163.0,208.0,894.0,2434.0,19.0,51.0,3.78,3.83,1.46,0.57,58.0,91.0,0.25,13:09,731.0,116.0,47.0,,,,False
Iuri Alcantara,38,68.8975,Marajó,11 7 (1 NC),35 10 (1 NC),Bantamweight,6,35, 10,11, 7 ,0.0,0.0,0.0,316.0,37.0,130.0,483.0,1057.0,17.0,27.0,2.72,2.79,1.44,0.84,49.0,60.0,0.42,09:21,303.0,45.0,135.0,,,,False
John Dodson,34,62.992,The Magician,9 6,20 11,Bantamweight,6,20, 11,9,6,10.0,2.0,9.0,372.0,95.0,209.0,676.0,1664.0,9.0,38.0,3.28,3.55,0.8,0.0,62.0,81.0,0.73,13:45,574.0,79.0,23.0,12.0,,,False
TJ Dillashaw,33,66.1416,,12 4,16 4,Bantamweight,6,16, 4,12, 4,8.0,3.0,5.0,686.0,168.0,151.0,1005.0,2438.0,21.0,56.0,5.37,3.03,1.68,0.96,66.0,86.0,0.72,11:41,714.0,105.0,186.0,,,,False
John Lineker,28,62.992,Hands of Stone,12 4,31 9,Bantamweight,6,31, 9,12, 4,14.0,4.0,13.0,505.0,78.0,321.0,904.0,2258.0,6.0,10.0,5.22,3.95,0.52,0.61,56.0,69.0,1.04,11:33,728.0,77.0,99.0,8.0,,,False
Mitch Gagnon,34,64.9605,,4 4,12 5,Bantamweight,6,12, 5,4,4,1.0,10.0,1.0,127.0,23.0,50.0,200.0,409.0,6.0,23.0,3.18,2.13,1.43,1.91,63.0,68.0,0.48,08:59,117.0,46.0,37.0,,,,False
Kyung Ho Kang,31,68.8975,Mr. Perfect,4 2 (1 NC),15 8 (1 NC),Bantamweight,6,15, 8 ,4,2  ,2.0,10.0,2.0,140.0,32.0,16.0,188.0,441.0,,18.0,2.39,1.97,2.29,1.33,59.0,75.0,0.00,13:08,99.0,5.0,84.0,,,,False
Sergio Pettis,25,66.1416,S.P.,8 5,17 5,Bantamweight,6,17, 5,8,5,3.0,3.0,11.0,569.0,77.0,77.0,723.0,1935.0,11.0,30.0,3.68,2.93,0.92,0.38,64.0,68.0,0.08,15:06,640.0,37.0,46.0,,,,False
Davey Grant,33,68.11009999999999,Dangerous,1 3,10 4,Bantamweight,6,10, 4,1,3,1.0,7.0,1.0,74.0,20.0,36.0,130.0,243.0,3.0,10.0,3.6,1.41,1.25,0.0,68.0,65.0,0.00,09:01,70.0,34.0,26.0,,,,False
Teruto Ishihara,27,66.92899999999999,Yashabo,3 5 1,10 7 2,Bantamweight,6,10, 7 ,3,5 1,8.0,0.0,3.0,167.0,76.0,52.0,295.0,660.0,3.0,18.0,3.26,3.63,0.5,0.0,54.0,31.0,1.33,10:04,235.0,24.0,36.0,,,,False
Douglas Silva de Andrade,33,66.92899999999999,D'Silva,3 3,25 3 (1 NC),Bantamweight,6,25, 3 ,3,3,19.0,1.0,5.0,170.0,67.0,54.0,291.0,788.0,4.0,8.0,3.77,4.54,0.78,0.0,58.0,60.0,0.39,12:52,273.0,13.0,5.0,,,,False
Aljamain Sterling,29,66.92899999999999,Funk Master,9 3,17 3,Bantamweight,6,17, 3,9,3,2.0,7.0,47.0,280.0,128.0,219.0,627.0,1232.0,21.0,64.0,4.18,1.45,2.1,0.9,69.0,52.0,0.00,12:31,353.0,133.0,141.0,3.0,,,False
Pedro Munhoz,32,66.1416,The Young Punisher,8 3 (1 NC),18 3 (1 NC),Bantamweight,6,18, 3 ,8,3  ,5.0,8.0,5.0,288.0,121.0,89.0,498.0,1153.0,7.0,33.0,5.03,5.35,1.06,1.21,59.0,77.0,0.76,08:15,416.0,41.0,41.0,4.0,,,False
Patrick Williams,37,68.11009999999999,The Animal,1 3,8 6,Bantamweight,6,8 ,6,1,3,4.0,3.0,1.0,43.0,43.0,28.0,114.0,221.0,5.0,12.0,4.12,4.12,2.71,0.54,52.0,10.0,0.54,06:56,87.0,26.0,1.0,,,,False
Louis Smolka,27,68.8975,Da Last Samurai,5 6,14 6,Bantamweight,6,14, 6,5,6,6.0,7.0,2.0,380.0,35.0,102.0,517.0,1130.0,13.0,43.0,3.92,3.37,1.71,2.16,52.0,31.0,0.11,11:00,262.0,59.0,196.0,,,,False
Rob Font,31,68.11009999999999,,6 3,16 4,Bantamweight,6,16, 4,6,3,7.0,4.0,4.0,282.0,36.0,84.0,402.0,993.0,5.0,21.0,4.94,3.88,1.29,0.92,63.0,30.0,0.92,09:02,331.0,41.0,30.0,11.0,,,False
Frankie Saenz,38,66.1416,,5 4,13 6,Bantamweight,6,13, 6,5,4,3.0,2.0,8.0,226.0,123.0,121.0,470.0,1001.0,14.0,43.0,3.97,3.15,1.77,0.13,54.0,63.0,0.25,13:09,257.0,165.0,48.0,,,,False
Thomas Almeida,27,66.92899999999999,Thominhas,5 3,21 3,Bantamweight,6,21, 3,5,3,17.0,3.0,1.0,219.0,67.0,60.0,346.0,758.0,,,5.66,4.65,0.0,0.0,65.0,76.0,0.74,07:38,309.0,37.0,0.0,14.0,,,False
Henry Briones,38,66.92899999999999,Bure,1 4,16 8 1,Bantamweight,6,16, 8 ,1,4,10.0,6.0,3.0,99.0,16.0,63.0,178.0,417.0,,1.0,3.47,4.68,0.0,0.58,53.0,52.0,0.29,10:16,150.0,20.0,8.0,,,,False
Guido Cannetti,39,66.1416,Ninja,2 3,8 4,Bantamweight,6,8 ,4,2,3,3.0,3.0,2.0,63.0,22.0,50.0,135.0,258.0,7.0,18.0,2.8,1.95,2.8,0.31,51.0,75.0,0.00,09:38,63.0,45.0,27.0,,,,False
Alejandro Perez,29,66.1416,Turbo,7 2 1,21 7 1,Bantamweight,6,21, 7 ,7,2 1,10.0,5.0,7.0,251.0,110.0,42.0,403.0,1129.0,3.0,20.0,3.58,2.92,0.53,0.13,65.0,73.0,0.00,11:16,314.0,24.0,65.0,13.0,,,False
Marlon Vera,26,68.11009999999999,Chito,13 5 1,,Bantamweight,6,na,n,13, 5 ,4.0,7.0,2.0,200.0,89.0,94.0,383.0,845.0,,16.0,3.3,3.92,0.77,1.29,52.0,69.0,0.65,10:34,271.0,50.0,62.0,,,,False
Cody Garbrandt,27,66.92899999999999,No Love,6 3,11 3,Bantamweight,6,11, 3,6,3,9.0,0.0,2.0,231.0,24.0,26.0,281.0,759.0,5.0,15.0,3.53,3.53,0.94,0.0,65.0,10.0,1.70,08:50,253.0,9.0,19.0,6.0,309,0.0,True
Jimmie Rivera,29,64.17309999999999,El Terror,6 2,22 3,Bantamweight,6,22, 3,6,2,4.0,2.0,16.0,192.0,92.0,82.0,366.0,894.0,5.0,18.0,3.98,3.9,0.81,0.0,60.0,10.0,0.49,11:30,328.0,33.0,5.0,7.0,,,False
Luke Sanders,33,66.92899999999999,Cool Hand,3 2,13 2,Bantamweight,6,13, 2,3,2,7.0,1.0,4.0,202.0,13.0,28.0,243.0,468.0,1.0,4.0,6.0,4.05,0.37,0.37,54.0,70.0,1.11,06:45,140.0,21.0,82.0,,,,False
Matthew Lopez,32,66.92899999999999,,2 4,10 4,Bantamweight,6,10, 4,2,4,5.0,3.0,2.0,141.0,23.0,48.0,212.0,416.0,11.0,25.0,3.13,3.73,3.32,1.33,55.0,71.0,0.00,11:18,150.0,7.0,55.0,,,,False
Brett Johns,27,66.92899999999999,The Pikey,3 2,15 2,Bantamweight,6,15, 2,3,2,2.0,5.0,8.0,182.0,5.0,19.0,206.0,450.0,15.0,31.0,3.41,4.74,3.72,0.5,55.0,79.0,0.00,12:06,129.0,18.0,59.0,,,,False
Kwan Ho Kwak,29,66.92899999999999,Handsome,0 2,9 2,Bantamweight,6,9 ,2,0,2,6.0,0.0,3.0,40.0,11.0,12.0,63.0,152.0,1.0,1.0,3.29,3.45,0.78,0.0,48.0,27.0,0.00,09:35,54.0,9.0,0.0,,,,False
